,feature_1,feature_2,feature_3,feature_4,isVirus
0,-0.2334666615436927,0.3087990886633546,2.484015374389831,1.7327211869191332,False
1,1.5190032799361457,1.238481780465107,3.344450444003382,0.7837444936747278,False
2,0.4006403668095266,1.916748417477406,3.291096197128671,-0.9185190764701048,False
3,-1.6164741886510323,0.209702584372276,1.4615436932072583,-0.2918373627478628,False
4,1.4805147914344243,5.299829088001341,2.640670321924373,1.8675589604265697,True
5,1.23994054982736,5.364270299264633,1.2792806004527393,0.9385851362497682,True
6,0.0035832059545836,-0.0277559691708482,3.0487303102121843,,True
7,-0.2868871923899076,0.9057017682044444,1.9241237114774143,,True
8,-0.898321971432016,-1.1983190887715311,0.694304714087076,0.8020517387405159,True
9,-1.0840366206719343,0.5090913368012,2.268160017429912,0.3517801106813583,True
10,-0.6861018211613559,1.4575462273030777,2.02417581638685,-1.5922106283155977,True
11,1.4969109935208271,0.3605758984909933,2.508337060720843,1.183119557331707,False
12,0.8640523004976479,-4.298557398680036,2.2839027044943334,-2.2396040586617367,True
13,1.5743712374755716,0.5342603507790363,3.4062458256009345,0.1989894944051877,False
14,-0.860509747109608,1.2366534575015813,1.786826881821291,-1.631219507653533,True
15,-1.118525872587231,-0.9980282515802594,1.672111440965209,0.272110643262288,False
16,,-0.6570505477939996,2.1222054999602378,1.1404884241870905,False
17,0.1416671648715303,,2.950404104750649,-0.0111356273406671,False
18,0.0032222164431556,-2.558585632171778,1.6068592137201634,-1.05747364780153,True
19,-1.2402163364077703,1.934230505087855,,0.9000542427640723,False
20,0.5127175234723987,1.0852554226405182,1.8074717225252792,0.0685992274806605,True
21,-0.0193227919712634,-3.038196246213162,1.3917970388792351,1.0607149993421696,True
22,0.8491152114704448,4.522493264032159,2.628189499244831,-1.2288951969348896,True
23,0.1723391392291887,-0.8608245422855001,2.9889327392524114,,False
24,0.9735767951881577,-7.363119269150507,1.204715083571645,1.1751553919198752,True
25,0.7776072813422404,-0.1665488934087302,0.8474140721090859,0.4080746493461687,True
26,,0.9664476053895678,0.8632009890037788,1.0805441270254872,True
27,,2.881944718457728,2.349195333307568,0.0494949816500907,False
28,-2.086510028855188,3.734437099762825,2.68728678590423,-0.590757152909962,True
29,-0.0096572365329083,1.896407629682982,1.4327213420407277,-1.7971646153956184,False
30,-0.4772862704032293,1.7953772409944946,1.9332544186234564,0.4663795743819788,True
31,-1.1838806401933175,2.729046221276322,2.42873264724032,-2.659172237996741,True
32,-2.201441285500558,-0.048412196508994,,,False
33,-1.9536785626194064,-2.107644832090838,2.5958002517265424,0.2957790885068872,True
34,0.1584338467855317,4.133901630245446,1.0730039611263784,-1.1419014192038466,True
35,-0.237921729736007,,1.6511701651804358,-1.4240609089825316,False
36,-0.9108503776386524,3.567789960426716,2.237478079931404,1.4028447401002433,True
37,-0.1151074684872267,2.9584215918306387,1.3179163038748696,0.4574156062209908,False
38,-0.1181707843665918,0.9332396824765828,1.1319299622962211,-0.142687712073465,True
39,1.837080687867744,1.2775369286237157,1.2808609472545096,0.0085549260063107,False
40,-0.6428512989625678,-0.3130606268086415,1.684014439584759,-0.586346910920234,True
41,,2.633116250771692,1.5740870618068956,-1.014825907734441,False
42,0.0037708890862693,2.5617976647747103,2.240391545411847,0.9318483741143035,True
43,-1.7776669547337065,-2.359460858299989,2.771276533796061,-0.5327027919795545,True
44,2.337409661478276,1.2133474402096431,1.762218473904818,-0.3928206035462084,False
45,-0.4380743016111864,-0.139616923277775,2.5497687029158853,-1.2527953600499262,True
46,0.8183537308271613,2.2900649775824595,1.289255556798644,-2.3536403996904136,True
47,0.4113342428976086,-3.043132732753474,2.0018181005329883,-0.4832495424791074,True
48,1.6142495472802274,,2.3730676870959933,1.0085972868601036,False
49,0.2890058923953664,2.7943079509631525,2.2377674980051565,-0.5536423899312313,False
50,-0.8756818272205503,2.746743108981174,1.59238500584758,0.613981308469426,False
51,-1.010546208778625,-1.162561873732889,2.341866136027187,0.4066572469576391,False
52,0.1725044164928659,3.580833950729317,2.0703249209856422,0.0210620213420636,False
53,-1.1802856063511906,,2.978767819379494,1.012168295174788,False
54,0.5629897185861278,2.6814036854952152,1.6461569308778508,-1.1949868052686603,False
55,-1.4192340808146706,-0.0068607916754901,1.5999321859166646,1.4509518140321274,False
56,1.5259575608848084,1.5517856041565574,2.6237082027999303,-0.7727718829782021,False
57,-0.8454413420675675,3.028571754776478,2.128763988448815,-0.5262433407727581,False
58,-1.6786883628286566,1.5014432101845685,2.0687443782110115,0.2149655906260935,True
59,0.4331079531513436,-1.097163951607862,2.5122058818715125,-0.4059417271884834,False
60,-1.2348258203536526,3.547777384248614,1.5157661408711285,0.402341641177549,True
61,1.2407262388353224,4.764123671951184,2.3028483618663107,-0.2036150188793882,True
62,-0.5567897443633333,1.3491466406879888,2.4605401023763886,-0.1555043014917319,True
63,0.3024718977397814,1.148737030923234,1.7435032617149795,-0.6343220936809636,True
64,-0.4935318504950362,1.1587805154014743,1.6603857279713543,-0.0036228172365012,True
65,-0.5896977956993248,2.9297650201941874,2.521506463405921,-0.2725327484877595,False
66,0.0807198904338666,3.0330072799207906,1.213056694913797,-1.037029343848692,False
67,-0.2240923670629287,1.2288299100563222,2.3165598376750323,1.9677296821430457,False
68,-0.7786754726576129,0.4519805344851627,2.214261168552008,-1.6853821048712272,False
69,,2.8618636549580403,2.2671160705719906,1.6315974275322715,False
